customer_id,age,gender,region,signup_date,last_purchase_amount,num_orders,churn,segment
C0226,66,Male,East,2021-10-26,157.43,8,0,Senior
C0227,34,Female,North,2022-11-13,185.24,4,0,Middle-aged
C0228,66,Female,North,2022-12-25,135.57,7,0,Senior
C0229,19,Female,South,2021-05-30,264.87,7,0,Young
C0230,19,Female,West,2021-10-04,122.46,9,0,Young
C0231,45,Male,South,2022-11-08,139.24,6,0,Middle-aged
C0232,40,Male,South,2022-06-11,127.29,5,0,Middle-aged
C0233,54,Female,West,2021-02-05,257.98,10,0,Senior
C0234,49,Male,West,2022-07-25,288.09,8,0,Middle-aged
C0235,50,Male,West,2022-08-28,181.29,5,0,Senior
C0236,18,Female,North,2022-07-02,153.12,6,0,Young
C0237,36,Female,East,2022-08-07,92.2,1,1,Middle-aged
C0238,19,Male,North,2022-08-26,144.15,10,0,Young
C0239,61,Female,East,2021-05-17,118.99,10,0,Senior
C0240,43,Male,North,2021-06-22,179.49,3,0,Middle-aged
C0241,49,Female,East,2022-04-08,155.39,6,0,Middle-aged
C0242,23,Male,North,2022-10-25,178.67,8,0,Young
C0243,49,Female,West,2021-08-19,320.0,1,1,Middle-aged
C0244,21,Male,South,2022-03-06,101.05,7,0,Young
C0245,28,Male,North,2022-05-14,144.79,6,0,Young
C0246,34,Male,East,2021-11-26,103.74,5,0,Middle-aged
C0247,55,Female,West,2022-06-06,174.46,5,0,Senior
C0248,41,Male,North,2022-10-19,211.63,8,0,Middle-aged
C0249,22,Male,North,2022-04-01,246.99,2,1,Young
C0250,69,Female,West,2022-01-30,151.47,5,0,Senior
C0251,51,Female,North,2021-11-17,326.43,5,0,Senior
C0252,23,Male,South,2022-02-26,162.45,3,0,Young
C0253,39,Male,North,2021-09-17,226.44,5,0,Middle-aged
C0254,28,Female,South,2021-10-13,338.75,4,0,Young
C0255,65,Female,South,2022-01-24,203.76,3,0,Senior
C0256,33,Female,West,2021-02-18,217.85,8,0,Middle-aged
C0257,50,Female,North,2021-06-17,569.91,4,0,Senior
C0258,26,Female,West,2022-02-01,113.25,4,0,Young
C0259,23,Male,North,2021-11-12,128.17,2,1,Young
C0260,33,Female,North,2021-08-31,170.18,5,0,Middle-aged
C0261,46,Male,East,2022-06-18,285.28,6,0,Middle-aged
C0262,20,Male,North,2022-05-22,92.41,4,0,Young
C0263,37,Male,West,2021-05-02,126.13,4,0,Middle-aged
C0264,53,Female,South,2022-10-04,128.98,1,1,Senior
C0265,36,Male,North,2021-12-28,169.93,3,0,Middle-aged
C0266,43,Male,East,2022-06-26,138.28,5,0,Middle-aged
C0267,20,Female,West,2022-02-23,263.86,4,0,Young
C0268,36,Male,North,2022-12-30,150.86,5,0,Middle-aged
C0269,37,Male,West,2022-07-04,109.94,7,0,Middle-aged
C0270,49,Female,East,2022-06-01,133.73,8,0,Middle-aged
C0271,24,Male,East,2022-07-23,108.12,4,0,Young
C0272,69,Male,West,2021-04-15,209.84,6,0,Senior
C0273,58,Male,North,2021-05-30,128.72,2,0,Senior
C0274,50,Female,South,2022-06-06,289.22,7,0,Senior
C0275,57,Female,East,2021-12-27,87.34,3,0,Senior
C0276,56,Female,North,2022-07-05,187.33,9,0,Senior
C0277,35,Male,North,2021-03-17,165.42,3,0,Middle-aged
C0278,57,Male,South,2022-01-27,272.45,5,0,Senior
C0279,18,Female,East,2021-10-04,233.12,3,0,Young
C0280,28,Male,East,2021-11-30,177.42,7,0,Young
C0281,45,Male,North,2022-03-17,55.61,3,0,Middle-aged
C0282,42,Female,North,2022-01-02,334.23,6,0,Middle-aged
C0283,67,Female,South,2022-01-30,33.12,6,0,Senior
C0284,40,Male,South,2021-12-22,98.55,3,0,Middle-aged
C0285,48,Male,East,2021-10-26,172.35,2,1,Middle-aged
C0286,47,Male,West,2022-07-18,133.38,4,0,Middle-aged
C0287,59,Female,East,2021-01-09,449.2,8,0,Senior
C0288,52,Female,North,2022-03-13,188.04,5,0,Senior
C0289,24,Female,East,2022-02-17,163.88,10,0,Young
C0290,33,Female,West,2022-06-07,158.12,4,0,Middle-aged
C0291,43,Male,South,2022-03-14,489.41,1,0,Middle-aged
C0292,65,Female,West,2022-08-27,388.61,4,0,Senior
C0293,69,Female,West,2022-12-02,103.54,7,0,Senior
C0294,66,Female,West,2021-09-08,355.85,7,0,Senior
C0295,19,Female,South,2021-06-15,576.44,6,0,Young
C0296,18,Female,West,2021-11-06,221.37,7,0,Young
C0297,65,Male,West,2021-07-30,61.75,7,0,Senior
C0298,29,Male,West,2022-03-25,105.93,2,0,Young
C0299,22,Female,North,2022-10-28,359.81,2,0,Young
C0300,54,Male,West,2021-04-12,120.2,9,0,Senior
